term	gene
K11419	XP_017912627.1
K14523	XP_017912630.1
K14523	XP_017912632.1
K00671	XP_017912633.1
K06584	XP_017912636.1
K06584	XP_017912637.1
K07048	XP_017912640.1
K07606	XP_017912644.1
K10703	XP_017912645.1
K04863	XP_017912646.1
K04863	XP_017912647.1
K21971	XP_017912650.1
K11322	XP_017912651.1
K09568	XP_017912652.1
K11322	XP_017912655.1
K21760	XP_017912657.1
K10396	XP_017912659.1
K10396	XP_017912660.1
K20636	XP_017912661.1
K20636	XP_017912662.1
K20636	XP_017912663.1
K20636	XP_017912664.1
K12893	XP_017912666.1
K09299	XP_017912669.1
K09299	XP_017912670.1
K10369	XP_017912684.1
K10369	XP_017912685.1
K04415	XP_017912693.1
K04415	XP_017912694.1
K10162	XP_017912695.1
K23884	XP_017912697.1
K23884	XP_017912698.1
K23884	XP_017912699.1
K24049	XP_017912704.1
K24125	XP_017912705.1
K24890	XP_017912706.1
K24890	XP_017912707.1
K24890	XP_017912708.1
K24890	XP_017912709.1
K10363	XP_017912713.1
K14000	XP_017912714.1
K17920	XP_017912718.1
K09216	XP_017912721.1
K18188	XP_017912723.1
K09228	XP_017912724.1
K09228	XP_017912725.1
K16662	XP_017912731.1
K14006	XP_017912733.1
K07560	XP_017912734.1
K13751	XP_017912735.1
K23687	XP_017912736.1
K23687	XP_017912737.1
K23687	XP_017912738.1
K23687	XP_017912739.1
K23687	XP_017912740.1
K23687	XP_017912742.1
K12869	XP_017912744.1
K17972	XP_017912745.1
K16337	XP_017912746.1
K25460	XP_017912747.1
K25768	XP_017912748.1
K25768	XP_017912749.1
K25768	XP_017912750.1
K16539	XP_017912751.1
K12619	XP_017912757.1
K08029	XP_017912759.1
K08035	XP_017912760.1
K08035	XP_017912761.1
K17943	XP_017912763.1
K03907	XP_017912764.1
K22402	XP_017912765.1
K22402	XP_017912766.1
K22402	XP_017912767.1
K22402	XP_017912768.1
K26120	XP_017912769.1
K23903	XP_017912770.1
K01895	XP_017912771.1
K21407	XP_017912772.1
K01511	XP_017912774.1
K00688	XP_017912776.1
K13704	XP_017912777.1
K17255	XP_017912788.1
K10335	XP_017912789.1
K04119	XP_017912792.1
K04119	XP_017912793.1
K04119	XP_017912794.1
K04119	XP_017912795.1
K04119	XP_017912796.1
K04119	XP_017912797.1
K04119	XP_017912798.1
K17943	XP_017912799.1
K04119	XP_017912800.1
K04119	XP_017912801.1
K04119	XP_017912803.1
K04119	XP_017912805.1
K04119	XP_017912806.1
K04119	XP_017912807.1
K04119	XP_017912808.1
K04119	XP_017912809.1
K13981	XP_017912816.1
K13981	XP_017912818.1
K09207	XP_017912819.1
K06972	XP_017912821.1
K06972	XP_017912822.1
K06972	XP_017912823.1
K06972	XP_017912824.1
K00850	XP_017912825.1
K13194	XP_017912826.1
K24744	XP_017912827.1
K24744	XP_017912828.1
K24744	XP_017912829.1
K22735	XP_017912830.1
K01823	XP_017912834.1
K18763	XP_017912835.1
K24909	XP_017912838.1
K24909	XP_017912839.1
K24909	XP_017912840.1
K23218	XP_017912843.1
K23218	XP_017912844.1
K23218	XP_017912845.1
K23218	XP_017912847.1
K09851	XP_017912850.1
K23717	XP_017912852.1
K26497	XP_017912853.1
K00981	XP_017912854.1
K08380	XP_017912855.1
K18695	XP_017912856.1
K26128	XP_017912858.1
K26128	XP_017912859.1
K10737	XP_017912862.1
K08744	XP_017912863.1
K17082	XP_017912865.1
K17082	XP_017912866.1
K12259	XP_017912867.1
K09680	XP_017912872.1
K12648	XP_017912880.1
K12648	XP_017912881.1
K24176	XP_017912884.1
K11496	XP_017912886.1
K08616	XP_017912890.1
K08616	XP_017912891.1
K08616	XP_017912893.1
K08616	XP_017912895.1
K24332	XP_017912899.1
K25424	XP_017912902.1
K13862	XP_017912903.1
K13862	XP_017912904.1
K13862	XP_017912905.1
K26472	XP_017912906.1
K26472	XP_017912907.1
K26472	XP_017912909.1
K26472	XP_017912910.1
K26472	XP_017912911.1
K05242	XP_017912912.1
K05243	XP_017912913.1
K17405	XP_017912915.1
K18032	XP_017912916.1
K18032	XP_017912917.1
K18032	XP_017912918.1
K18032	XP_017912919.1
K18032	XP_017912920.1
K18032	XP_017912922.1
K08638	XP_017912924.1
K09103	XP_017912925.1
K09103	XP_017912926.1
K09103	XP_017912927.1
K09103	XP_017912928.1
K21988	XP_017912931.1
K14564	XP_017912932.1
K00030	XP_017912933.1
K00030	XP_017912934.1
K11086	XP_017912935.1
K11086	XP_017912936.1
K08859	XP_017912937.1
K24339	XP_017912938.1
K15840	XP_017912939.1
K06551	XP_017912940.1
K06551	XP_017912941.1
K24339	XP_017912948.1
K10732	XP_017912949.1
K10732	XP_017912950.1
K23192	XP_017912953.1
K23192	XP_017912954.1
K23192	XP_017912955.1
K24339	XP_017912957.1
K16449	XP_017912958.1
K16449	XP_017912959.1
K16449	XP_017912960.1
K03145	XP_017912961.1
K03145	XP_017912962.1
K03145	XP_017912963.1
K24339	XP_017912967.1
K09270	XP_017912969.1
K12855	XP_017912970.1
K00876	XP_017912972.1
K00876	XP_017912973.1
K00876	XP_017912974.1
K24339	XP_017912976.1
K09525	XP_017912981.1
K25825	XP_017912983.1
K10517	XP_017912987.1
K10517	XP_017912988.1
K11136	XP_017912991.1
K11136	XP_017912992.1
K11136	XP_017912993.1
K11136	XP_017912994.1
K11136	XP_017912995.1
K11136	XP_017912996.1
K26522	XP_017913001.1
K07952	XP_017913005.1
K07952	XP_017913009.1
K05143	XP_017913014.1
K26158	XP_017913015.1
K24505	XP_017913016.1
K08895	XP_017913021.1
K04597	XP_017913022.1
K03231	XP_017913024.1
K04927	XP_017913025.1
K04927	XP_017913026.1
K04927	XP_017913027.1
K04927	XP_017913028.1
K04927	XP_017913029.1
K04597	XP_017913031.1
K04806	XP_017913035.1
K12492	XP_017913037.1
K12492	XP_017913038.1
K04597	XP_017913041.1
K20102	XP_017913051.1
K20102	XP_017913053.1
K12303	XP_017913055.1
K23338	XP_017913056.1
K23338	XP_017913057.1
K09092	XP_017913064.1
K04597	XP_017913065.1
K11343	XP_017913067.1
K14354	XP_017913068.1
K17896	XP_017913069.1
K18041	XP_017913073.1
K06240	XP_017913074.1
K06691	XP_017913076.1
K20174	XP_017913077.1
K04151	XP_017913078.1
K03979	XP_017913079.1
K03979	XP_017913080.1
K03979	XP_017913081.1
K15623	XP_017913082.1
K02731	XP_017913083.1
K18749	XP_017913085.1
K03129	XP_017913087.1
K06797	XP_017913088.1
K07189	XP_017913090.1
K17594	XP_017913091.1
K05227	XP_017913093.1
K07375	XP_017913097.1
K15181	XP_017913098.1
K08568	XP_017913099.1
K04632	XP_017913100.1
K04632	XP_017913101.1
K04632	XP_017913107.1
K09611	XP_017913108.1
K25812	XP_017913110.1
K10707	XP_017913111.1
K07891	XP_017913112.1
K25006	XP_017913118.1
K16621	XP_017913119.1
K09177	XP_017913120.1
K26808	XP_017913123.1
K14012	XP_017913127.1
K26808	XP_017913128.1
K14012	XP_017913129.1
K14012	XP_017913130.1
K09568	XP_017913131.1
K17254	XP_017913132.1
K17254	XP_017913133.1
K17254	XP_017913134.1
K26808	XP_017913137.1
K05467	XP_017913141.1
K26808	XP_017913143.1
K14620	XP_017913148.1
K09219	XP_017913149.1
K03097	XP_017913150.1
K03097	XP_017913151.1
K20372	XP_017913152.1
K10630	XP_017913153.1
K10630	XP_017913154.1
K19518	XP_017913156.1
K09268	XP_017913158.1
K07847	XP_017913162.1
K02263	XP_017913163.1
K02263	XP_017913164.1
K02263	XP_017913165.1
K04570	XP_017913170.1
K04570	XP_017913171.1
K04570	XP_017913172.1
K16812	XP_017913174.1
K09412	XP_017913175.1
K08893	XP_017913179.1
K17086	XP_017913180.1
K17086	XP_017913181.1
K19486	XP_017913183.1
K11471	XP_017913187.1
K11471	XP_017913188.1
K11471	XP_017913189.1
K11471	XP_017913190.1
K22563	XP_017913196.1
K17399	XP_017913200.1
K10436	XP_017913202.1
K10436	XP_017913203.1
K10436	XP_017913204.1
K10436	XP_017913205.1
K25375	XP_017913209.1
K25376	XP_017913210.1
K22751	XP_017913212.1
K22751	XP_017913213.1
K23854	XP_017913215.1
K17454	XP_017913217.1
K24852	XP_017913218.1
K12194	XP_017913219.1
K12895	XP_017913220.1
K12895	XP_017913221.1
K08725	XP_017913224.1
K08725	XP_017913225.1
K01251	XP_017913226.1
K05632	XP_017913227.1
K10435	XP_017913228.1
K10435	XP_017913229.1
K21247	XP_017913230.1
K21247	XP_017913231.1
K14971	XP_017913233.1
K14971	XP_017913234.1
K14971	XP_017913235.1
K14971	XP_017913236.1
K14971	XP_017913237.1
K00681	XP_017913238.1
K01895	XP_017913239.1
K21456	XP_017913241.1
K05856	XP_017913242.1
K24220	XP_017913243.1
K11796	XP_017913244.1
K11796	XP_017913245.1
K06557	XP_017913246.1
K08002	XP_017913247.1
K06067	XP_017913248.1
K04664	XP_017913249.1
K16464	XP_017913250.1
K16464	XP_017913251.1
K16464	XP_017913252.1
K16464	XP_017913253.1
K16464	XP_017913254.1
K24524	XP_017913268.1
K13536	XP_017913269.1
K24524	XP_017913270.1
K24524	XP_017913271.1
K24524	XP_017913272.1
K21875	XP_017913273.1
K21875	XP_017913274.1
K18402	XP_017913281.1
K18402	XP_017913282.1
K18402	XP_017913283.1
K23961	XP_017913286.1
K23961	XP_017913287.1
K23961	XP_017913288.1
K23961	XP_017913289.1
K23961	XP_017913290.1
K23961	XP_017913291.1
K13205	XP_017913295.1
K19553	XP_017913303.1
K08811	XP_017913306.1
K27694	XP_017913307.1
K27704	XP_017913308.1
K03792	XP_017913309.1
K22544	XP_017913310.1
K02940	XP_017913318.1
K02940	XP_017913319.1
K04681	XP_017913320.1
K12667	XP_017913324.1
K10495	XP_017913325.1
K05704	XP_017913326.1
K05704	XP_017913327.1
K05704	XP_017913328.1
K05704	XP_017913329.1
K26470	XP_017913330.1
K10495	XP_017913333.1
K25746	XP_017913336.1
K25769	XP_017913341.1
K25769	XP_017913342.1
K25769	XP_017913343.1
K25769	XP_017913344.1
K25769	XP_017913345.1
K10377	XP_017913346.1
K15015	XP_017913347.1
K11672	XP_017913348.1
K11672	XP_017913349.1
K17459	XP_017913350.1
K17459	XP_017913351.1
K16805	XP_017913352.1
K13117	XP_017913354.1
K09036	XP_017913355.1
K03163	XP_017913356.1
K01116	XP_017913357.1
K01116	XP_017913358.1
K24881	XP_017913360.1
K24881	XP_017913361.1
K24881	XP_017913362.1
K10752	XP_017913363.1
K15728	XP_017913364.1
K15728	XP_017913365.1
K15728	XP_017913366.1
K15728	XP_017913367.1
K15728	XP_017913368.1
K15728	XP_017913369.1
K24246	XP_017913370.1
K14436	XP_017913371.1
K03792	XP_017913372.1
K14436	XP_017913373.1
K13297	XP_017913374.1
K13297	XP_017913375.1
K13297	XP_017913376.1
K13297	XP_017913377.1
K13297	XP_017913378.1
K12893	XP_017913379.1
K24387	XP_017913381.1
K21769	XP_017913382.1
K19530	XP_017913386.1
K25726	XP_017913388.1
K25661	XP_017913392.1
K01488	XP_017913393.1
K01488	XP_017913394.1
K01488	XP_017913395.1
K23089	XP_017913396.1
K15299	XP_017913401.1
K16197	XP_017913402.1
K13126	XP_017913403.1
K17766	XP_017913404.1
K19467	XP_017913405.1
K06053	XP_017913406.1
K01866	XP_017913407.1
K16338	XP_017913409.1
K20318	XP_017913410.1
K20318	XP_017913411.1
K23636	XP_017913418.1
K08707	XP_017913419.1
K08707	XP_017913420.1
K23637	XP_017913421.1
K06688	XP_017913422.1
K17604	XP_017913424.1
K26145	XP_017913425.1
K08761	XP_017913426.1
K08761	XP_017913427.1
K13289	XP_017913428.1
K03792	XP_017913429.1
K24371	XP_017913431.1
K24371	XP_017913432.1
K24371	XP_017913433.1
K24371	XP_017913434.1
K17584	XP_017913435.1
K17584	XP_017913436.1
K17584	XP_017913437.1
K17584	XP_017913438.1
K23967	XP_017913439.1
K23967	XP_017913440.1
K23967	XP_017913441.1
K06812	XP_017913446.1
K15280	XP_017913447.1
K15280	XP_017913448.1
K15280	XP_017913449.1
K14445	XP_017913453.1
K08851	XP_017913454.1
K08147	XP_017913455.1
K17620	XP_017913457.1
K24630	XP_017913458.1
K24630	XP_017913459.1
K24630	XP_017913460.1
K24630	XP_017913461.1
K24630	XP_017913462.1
K24630	XP_017913463.1
K24630	XP_017913464.1
K24630	XP_017913465.1
K11256	XP_017913476.1
K11256	XP_017913477.1
K11256	XP_017913478.1
K14607	XP_017913480.1
K14607	XP_017913481.1
K14607	XP_017913482.1
K14607	XP_017913483.1
K14607	XP_017913484.1
K12365	XP_017913486.1
K18423	XP_017913488.1
K17597	XP_017913489.1
K17597	XP_017913490.1
K17597	XP_017913491.1
K17597	XP_017913492.1
K17597	XP_017913493.1
K27391	XP_017913495.1
K04885	XP_017913496.1
K01831	XP_017913497.1
K09905	XP_017913498.1
K14724	XP_017913500.1
K14724	XP_017913501.1
K17595	XP_017913502.1
K15697	XP_017913503.1
K03792	XP_017913504.1
K20656	XP_017913506.1
K20656	XP_017913507.1
K10704	XP_017913508.1
K10048	XP_017913509.1
K05696	XP_017913510.1
K05696	XP_017913511.1
K24818	XP_017913512.1
K24818	XP_017913513.1
K24818	XP_017913515.1
K06093	XP_017913517.1
K24551	XP_017913518.1
K22591	XP_017913519.1
K22591	XP_017913520.1
K22591	XP_017913521.1
K22591	XP_017913522.1
K22591	XP_017913523.1
K22591	XP_017913524.1
K22591	XP_017913525.1
K24486	XP_017913526.1
K11996	XP_017913527.1
K04900	XP_017913528.1
K26679	XP_017913529.1
K26679	XP_017913531.1
K26679	XP_017913532.1
K19871	XP_017913533.1
K09236	XP_017913537.1
K09236	XP_017913538.1
K09550	XP_017913544.1
K24037	XP_017913545.1
K24235	XP_017913547.1
K03792	XP_017913551.1
K14010	XP_017913553.1
K15410	XP_017913554.1
K23846	XP_017913555.1
K09414	XP_017913556.1
K09414	XP_017913557.1
K09414	XP_017913558.1
K09414	XP_017913559.1
K09414	XP_017913560.1
K09414	XP_017913561.1
K04214	XP_017913562.1
K07877	XP_017913563.1
K15867	XP_017913564.1
K11973	XP_017913565.1
K11973	XP_017913566.1
K08808	XP_017913568.1
K13870	XP_017913569.1
K10318	XP_017913572.1
K19870	XP_017913573.1
K15297	XP_017913574.1
K17495	XP_017913582.1
K12030	XP_017913583.1
K19538	XP_017913587.1
K23480	XP_017913588.1
K25454	XP_017913589.1
K23480	XP_017913590.1
K08798	XP_017913591.1
K08798	XP_017913592.1
K22143	XP_017913593.1
K25712	XP_017913594.1
K23480	XP_017913596.1
K00497	XP_017913598.1
K03163	XP_017913600.1
K11457	XP_017913603.1
K25076	XP_017913605.1
K17043	XP_017913606.1
K11457	XP_017913607.1
K11457	XP_017913608.1
K20736	XP_017913612.1
K24646	XP_017913613.1
K05268	XP_017913615.1
K25350	XP_017913616.1
K25350	XP_017913617.1
K23455	XP_017913618.1
K00497	XP_017913620.1
K24064	XP_017913622.1
K26116	XP_017913623.1
K26116	XP_017913624.1
K02871	XP_017913626.1
K08133	XP_017913629.1
K08133	XP_017913630.1
K08133	XP_017913631.1
K20402	XP_017913633.1
K04816	XP_017913635.1
K11271	XP_017913636.1
K11271	XP_017913637.1
K03128	XP_017913640.1
K03128	XP_017913641.1
K03128	XP_017913642.1
K01122	XP_017913646.1
K01092	XP_017913647.1
K24684	XP_017913648.1
K17928	XP_017913650.1
K17928	XP_017913651.1
K17928	XP_017913652.1
K17928	XP_017913653.1
K24994	XP_017913655.1
K24994	XP_017913656.1
K09610	XP_017913657.1
K13870	XP_017913658.1
K04682	XP_017913659.1
K04682	XP_017913660.1
K01672	XP_017913662.1
K09610	XP_017913664.1
K01672	XP_017913665.1
K01672	XP_017913667.1
K18245	XP_017913668.1
K05633	XP_017913669.1
K05633	XP_017913670.1
K05633	XP_017913671.1
K18758	XP_017913672.1
K24524	XP_017913673.1
K08846	XP_017913674.1
K18758	XP_017913676.1
K18758	XP_017913677.1
K10053	XP_017913689.1
K10053	XP_017913690.1
K12180	XP_017913698.1
K23868	XP_017913699.1
K23868	XP_017913700.1
K24526	XP_017913701.1
K24526	XP_017913702.1
K24526	XP_017913703.1
K24526	XP_017913704.1
K12180	XP_017913705.1
K01102	XP_017913707.1
K01102	XP_017913708.1
K01102	XP_017913709.1
K06811	XP_017913717.1
K13758	XP_017913718.1
K07846	XP_017913719.1
K07846	XP_017913720.1
K03032	XP_017913722.1
K24553	XP_017913723.1
K24553	XP_017913724.1
K13145	XP_017913726.1
K06626	XP_017913727.1
K06626	XP_017913728.1
K15310	XP_017913729.1
K15310	XP_017913730.1
K15310	XP_017913731.1
K22864	XP_017913732.1
K18163	XP_017913733.1
K23858	XP_017913735.1
K23858	XP_017913736.1
K23858	XP_017913737.1
K25226	XP_017913738.1
K20012	XP_017913739.1
K15031	XP_017913740.1
K15031	XP_017913741.1
K08729	XP_017913742.1
K16336	XP_017913744.1
K01302	XP_017913746.1
K01302	XP_017913747.1
K26435	XP_017913748.1
K26435	XP_017913749.1
K12387	XP_017913754.1
K19467	XP_017913755.1
K19467	XP_017913756.1
K19467	XP_017913757.1
K19467	XP_017913759.1
K01164	XP_017913764.1
K22733	XP_017913765.1
K22733	XP_017913767.1
K04932	XP_017913769.1
K04412	XP_017913770.1
K11294	XP_017913771.1
K19526	XP_017913775.1
K19526	XP_017913776.1
K19526	XP_017913777.1
K19526	XP_017913778.1
K07936	XP_017913784.1
K03009	XP_017913790.1
K03009	XP_017913791.1
K11972	XP_017913792.1
K09664	XP_017913793.1
K17937	XP_017913797.1
K17937	XP_017913799.1
K13126	XP_017913800.1
K16197	XP_017913802.1
K16197	XP_017913803.1
K08413	XP_017913805.1
K19695	XP_017913807.1
K19695	XP_017913808.1
K19695	XP_017913809.1
K19695	XP_017913810.1
K10808	XP_017913811.1
K10593	XP_017913812.1
K10593	XP_017913814.1
K10593	XP_017913815.1
K10593	XP_017913816.1
K10593	XP_017913817.1
K09209	XP_017913818.1
K02148	XP_017913819.1
K02376	XP_017913821.1
K02376	XP_017913822.1
K20050	XP_017913825.1
K20050	XP_017913826.1
K17442	XP_017913828.1
K25437	XP_017913830.1
K21246	XP_017913837.1
K11368	XP_017913839.1
K27624	XP_017913840.1
K22455	XP_017913841.1
K22455	XP_017913842.1
K13784	XP_017913849.1
K04934	XP_017913850.1
K22040	XP_017913851.1
K22040	XP_017913852.1
K22040	XP_017913853.1
K22040	XP_017913854.1
K13784	XP_017913855.1
K22040	XP_017913856.1
K22040	XP_017913857.1
K03247	XP_017913858.1
K06670	XP_017913859.1
K06670	XP_017913860.1
K08754	XP_017913867.1
K09091	XP_017913871.1
K05431	XP_017913872.1
K15985	XP_017913873.1
K15985	XP_017913874.1
K09380	XP_017913876.1
K09380	XP_017913877.1
K09380	XP_017913878.1
K09380	XP_017913879.1
K24836	XP_017913881.1
K22077	XP_017913882.1
K19530	XP_017913883.1
K19530	XP_017913884.1
K19530	XP_017913885.1
K19530	XP_017913886.1
K17966	XP_017913887.1
K03872	XP_017913889.1
K17597	XP_017913890.1
K18265	XP_017913891.1
K17597	XP_017913892.1
K17597	XP_017913893.1
K17597	XP_017913894.1
K17597	XP_017913895.1
K17597	XP_017913896.1
K08272	XP_017913906.1
K11110	XP_017913909.1
K04984	XP_017913911.1
K09072	XP_017913912.1
K15616	XP_017913913.1
K11255	XP_017913914.1
K11255	XP_017913915.1
K11255	XP_017913916.1
K11255	XP_017913917.1
K11255	XP_017913918.1
K11255	XP_017913919.1
K14607	XP_017913922.1
K17588	XP_017913923.1
K18442	XP_017913924.1
K16771	XP_017913925.1
K16771	XP_017913926.1
K16771	XP_017913927.1
K16771	XP_017913928.1
K16771	XP_017913929.1
K16771	XP_017913930.1
K13304	XP_017913934.1
K13304	XP_017913935.1
K23716	XP_017913937.1
K11173	XP_017913938.1
K11173	XP_017913939.1
K14852	XP_017913942.1
K18436	XP_017913943.1
K07430	XP_017913946.1
K09086	XP_017913947.1
K20102	XP_017913948.1
K20102	XP_017913949.1
K20102	XP_017913950.1
K24455	XP_017913955.1
K01307	XP_017913956.1
K22735	XP_017913957.1
K00476	XP_017913959.1
K00476	XP_017913960.1
K00476	XP_017913962.1
K26935	XP_017913964.1
K14437	XP_017913967.1
K14437	XP_017913968.1
K18953	XP_017913969.1
K18953	XP_017913970.1
K17254	XP_017913971.1
K17254	XP_017913972.1
K24347	XP_017913973.1
K05868	XP_017913975.1
K18832	XP_017913976.1
K18832	XP_017913977.1
K18832	XP_017913978.1
K19484	XP_017913986.1
K19484	XP_017913987.1
K05854	XP_017913988.1
K05854	XP_017913989.1
K26811	XP_017913994.1
K04495	XP_017913995.1
K02876	XP_017913996.1
K06128	XP_017913997.1
K03145	XP_017913998.1
K03145	XP_017913999.1
K02144	XP_017914000.1
K02144	XP_017914001.1
K02144	XP_017914002.1
K17589	XP_017914003.1
K24386	XP_017914004.1
K24386	XP_017914005.1
K24065	XP_017914013.1
K10704	XP_017914014.1
K02212	XP_017914015.1
K22806	XP_017914016.1
K10050	XP_017914018.1
K24880	XP_017914020.1
K24880	XP_017914021.1
K23930	XP_017914023.1
K24879	XP_017914024.1
K22531	XP_017914025.1
K22531	XP_017914026.1
K21286	XP_017914028.1
K14784	XP_017914037.1
K08190	XP_017914038.1
K20128	XP_017914039.1
K20128	XP_017914040.1
K20128	XP_017914041.1
K03965	XP_017914045.1
K18464	XP_017914048.1
K08814	XP_017914049.1
K22810	XP_017914050.1
K22810	XP_017914051.1
K04377	XP_017914052.1
K04377	XP_017914053.1
K10590	XP_017914055.1
K12488	XP_017914059.1
K10590	XP_017914060.1
K08048	XP_017914061.1
K08048	XP_017914062.1
K21842	XP_017914063.1
K21842	XP_017914064.1
K04928	XP_017914065.1
K10590	XP_017914066.1
K18402	XP_017914067.1
K18402	XP_017914068.1
K18402	XP_017914069.1
K18402	XP_017914070.1
K18402	XP_017914071.1
K10809	XP_017914074.1
K10590	XP_017914075.1
K23698	XP_017914076.1
K22471	XP_017914077.1
K18266	XP_017914078.1
K18266	XP_017914079.1
K10590	XP_017914080.1
K00780	XP_017914081.1
K00780	XP_017914082.1
K00780	XP_017914083.1
K00780	XP_017914084.1
K14942	XP_017914087.1
K10590	XP_017914088.1
K16630	XP_017914092.1
K04919	XP_017914093.1
K10590	XP_017914095.1
K20306	XP_017914096.1
K20306	XP_017914097.1
K20306	XP_017914098.1
K10590	XP_017914102.1
K11593	XP_017914103.1
K05725	XP_017914104.1
K05725	XP_017914105.1
K05725	XP_017914106.1
K05725	XP_017914107.1
K05725	XP_017914108.1
K05725	XP_017914109.1
K05725	XP_017914110.1
K05725	XP_017914111.1
K05725	XP_017914112.1
K10590	XP_017914113.1
K05725	XP_017914114.1
K05725	XP_017914115.1
K10590	XP_017914124.1
K20162	XP_017914125.1
K20162	XP_017914126.1
K15378	XP_017914127.1
K15378	XP_017914128.1
K15378	XP_017914129.1
K04317	XP_017914131.1
K18041	XP_017914132.1
K18041	XP_017914133.1
K18041	XP_017914134.1
K04596	XP_017914135.1
K13814	XP_017914136.1
K24463	XP_017914146.1
K25369	XP_017914148.1
K25369	XP_017914149.1
K06846	XP_017914153.1
K06846	XP_017914154.1
K20001	XP_017914155.1
K25638	XP_017914160.1
K25638	XP_017914161.1
K20917	XP_017914162.1
K20917	XP_017914163.1
K00763	XP_017914168.1
K00763	XP_017914169.1
K09228	XP_017914171.1
K02377	XP_017914172.1
K02377	XP_017914173.1
K07595	XP_017914174.1
K19603	XP_017914180.1
K10388	XP_017914185.1
K15261	XP_017914186.1
K24205	XP_017914187.1
K01469	XP_017914189.1
K01469	XP_017914190.1
K01469	XP_017914191.1
K01469	XP_017914192.1
K01469	XP_017914193.1
K01469	XP_017914195.1
K05289	XP_017914197.1
K11600	XP_017914199.1
K00413	XP_017914200.1
K20894	XP_017914201.1
K25817	XP_017914203.1
K25817	XP_017914204.1
K24816	XP_017914206.1
K24816	XP_017914207.1
K24816	XP_017914208.1
K24816	XP_017914209.1
K24816	XP_017914211.1
K14824	XP_017914214.1
K15044	XP_017914216.1
K11155	XP_017914217.1
K09219	XP_017914219.1
K10272	XP_017914220.1
K22117	XP_017914223.1
K15044	XP_017914224.1
K14401	XP_017914225.1
K14401	XP_017914226.1
K08869	XP_017914227.1
K14710	XP_017914232.1
K15044	XP_017914233.1
K09257	XP_017914234.1
K12184	XP_017914235.1
K12184	XP_017914236.1
K10406	XP_017914237.1
K10406	XP_017914238.1
K10406	XP_017914239.1
K10406	XP_017914240.1
K09400	XP_017914245.1
K10730	XP_017914246.1
K20649	XP_017914247.1
K00814	XP_017914251.1
K17458	XP_017914259.1
K17458	XP_017914260.1
K17458	XP_017914261.1
K22561	XP_017914277.1
K09228	XP_017914278.1
K09228	XP_017914279.1
K09228	XP_017914280.1
K09228	XP_017914281.1
K09228	XP_017914282.1
K09228	XP_017914284.1
K09228	XP_017914285.1
K09228	XP_017914286.1
K22076	XP_017914287.1
K18041	XP_017914290.1
K22555	XP_017914291.1
K18041	XP_017914292.1
K18041	XP_017914293.1
K11294	XP_017914299.1
K04598	XP_017914300.1
K14617	XP_017914302.1
K24340	XP_017914303.1
K08131	XP_017914304.1
K12486	XP_017914311.1
K12486	XP_017914312.1
K10157	XP_017914315.1
K15291	XP_017914319.1
K15291	XP_017914320.1
K15291	XP_017914321.1
K15291	XP_017914331.1
K04930	XP_017914334.1
K06237	XP_017914338.1
K06237	XP_017914339.1
K00237	XP_017914340.1
K06237	XP_017914341.1
K11160	XP_017914342.1
K10055	XP_017914343.1
K06237	XP_017914344.1
K10055	XP_017914345.1
K10055	XP_017914346.1
K15103	XP_017914347.1
K13566	XP_017914348.1
K01939	XP_017914349.1
K04257	XP_017914350.1
K04257	XP_017914351.1
K26547	XP_017914352.1
K16172	XP_017914353.1
K04257	XP_017914354.1
K04257	XP_017914356.1
K04257	XP_017914357.1
K04257	XP_017914358.1
K25722	XP_017914360.1
K25722	XP_017914361.1
K21853	XP_017914362.1
K04257	XP_017914363.1
K21853	XP_017914364.1
K13566	XP_017914365.1
K21853	XP_017914366.1
K04257	XP_017914367.1
K04257	XP_017914368.1
K21853	XP_017914369.1
K21853	XP_017914370.1
K04257	XP_017914371.1
K21853	XP_017914372.1
K21853	XP_017914373.1
K04257	XP_017914374.1
K21853	XP_017914375.1
K04257	XP_017914376.1
K21853	XP_017914377.1
K04257	XP_017914378.1
K04257	XP_017914379.1
K04257	XP_017914380.1
K21853	XP_017914381.1
K04257	XP_017914383.1
K03869	XP_017914384.1
K04257	XP_017914385.1
K16643	XP_017914388.1
K16643	XP_017914389.1
K04257	XP_017914390.1
K04257	XP_017914391.1
K04257	XP_017914392.1
K17425	XP_017914393.1
K23299	XP_017914394.1
K12395	XP_017914395.1
K04257	XP_017914397.1
K04257	XP_017914398.1
K04257	XP_017914399.1
K13825	XP_017914400.1
K01897	XP_017914401.1
K04257	XP_017914402.1
K04717	XP_017914403.1
K04257	XP_017914404.1
K04257	XP_017914405.1
K26555	XP_017914406.1
K04257	XP_017914407.1
K13856	XP_017914409.1
K24941	XP_017914410.1
K08757	XP_017914411.1
K04819	XP_017914413.1
K09636	XP_017914414.1
K16289	XP_017914415.1
K06709	XP_017914418.1
K04394	XP_017914422.1
K25530	XP_017914424.1
K19574	XP_017914425.1
K22191	XP_017914426.1
K19574	XP_017914427.1
K25722	XP_017914430.1
K25722	XP_017914431.1
K05217	XP_017914432.1
K04257	XP_017914435.1
K04257	XP_017914438.1
K04257	XP_017914439.1
K04257	XP_017914440.1
K04257	XP_017914441.1
K00747	XP_017914442.1
K04257	XP_017914445.1
K04831	XP_017914446.1
K14457	XP_017914449.1
K10461	XP_017914450.1
K08809	XP_017914451.1
K04257	XP_017914452.1
K04257	XP_017914453.1
K08809	XP_017914454.1
K08809	XP_017914455.1
